,isHate,comment
102,0,It wasn't the Chief Rabbi of israel it was a colonel-rabbit and not in official capacity. Also he didn't say it directly he just implied that it might not be forbidden by the Talmud. Not surprising since the source is 3000 years old. but Zizek misses all the nuance for shock effect.
103,0,Agree with what he's said. But what are the solutions to the problems he's pointed out? Migrants from different cultures won't place any legitimacy on progressive values if they are touted by Western liberals. The clear solution is to support a progressive version of Islam - a change from within their own communities - as opposed to the salafism that the West has indirectly advocated for in its support for dictatorships (in opposition to Arab nationalist democracy) in the Middle East (inb4 anyone pulls the 'blaming the West for everything' card we have to realise that blame goes in every direction and no direction - it lies as much (probably a bit more) in the policies of Arab royalty as it does in Western powerholders).
104,1,'Their way of life.' There should be no emphasis on this phrase what so ever. We abide to universal principles of human rights and law that is blind to the origins wealth race etc. and is designed to follow universal principles of right and wrong. These are not some 'western culture' specialties these are mankind achievements following the path of logic and instilling justice wherever they are applied. Common justice not some special 'western' justice. I object against the term 'western culture.' It is common culture that western countries managed to apply best! The second we make any compromise is the second we succumb to savages following primitive tribal law mixed with religion. They want to live in our society they must abide to its principles fully! The division is there not because we dont 'respect' their inferior culture (there should be no respect at all from our side we are not emigrating to their lands only mindless socialists can think that every savage from desert tent is culturally our equal) but because they dont respect our culture. The culture of the land they emigrated to! Any country following their notion of justice that is not floating on oil is a shithole!
105,0,this guy has a serious problem to express himself in a clear and straightforward way... he speaks a lot but most of the time without a meaning or objective to conclude his thoughts. and it is not a problem of his accent or just a intrinsic characteristic of philosophy...
106,0,I'm no expert on this topic but I've tried to learn some and I just have one question which is in Europe haven't all crimes been going up? like rape theft and beatings? and violence towards gays. The middle east has a very different set of 'do's and don't's' and they should have to abandon their old ways if they're to live in a place that doesn't have the same.
107,0,Good thinking Slavoj thanks for yet another explanation
108,0,http://www.youtube.com/watch?v=s5PigZzSAJo&amp;t=9m39s 9:39 - 'Only the poor countries are invaded by them [refugees].' I wonder if this was just a slip of the tongue...
109,0,PURE IDEOLOGY
110,0,
111,0,Well yes we're living in an age of transgression. Things that were unacceptable are tolerated these days. I believe it was Plato who said the majority of people aren't 'philosophical' and so are operating off 'base' appetites. With the internet these 'appetites' are more easily sated and so begins the downward spiral IE: You get access to more food so you eat until you're full. You need more food the next time to get full. Same goes with sexual fantasies (traditional gets boring might go into kinks (bondage furry DDLG diapers etc) and other 'materialistic' self-pleasuring things. It's not like this wasn't predicted. The only question remains is that how to we fix these decays of values so that it doesn't further transgress societies?
112,1,The West is going to be fucked up taking refugees from middle east. They fucked their countries and are going to fuck your countries.
113,0,To be fair Saudi Arabia has taken refugees though they have been very selective. and The IDF rabbi who said that (rape was non-criminal during war) did clarify that he meant it was something had historically taken place not something that was acceptable.
114,0,The second anyone tries to use guilt to agree to something you're uncomfortable with for example letting a million refugees into your country then you should understand you're being emotionally manipulated. This communist speaks in favor of refugees for all white eastern European countries except his own.
115,0,But you still ignored question why are they comming?. And another one why are they mostly male in military age?. Or maybe you did answer by saying muslim fundamentalism? Anyways great talk as always. Thank you guys.
116,0,Why does he always have a cold?
117,0,Yeah - - but wait - - this 'conspiracy theory' is concrete - I wouldn't even say it needs conspiracy or theory - it seems like a reasonable and accurate description of what is actually going on (with the one caveat that Soros is the money-man - it could be others like him or just him or him plus some other people) How is Soros funding BLM humanitarian? I see it as a way to use black Americans as tools to corrupt/undermine American democracy. A nearly perfect mirror of what is happening in Europe. You cannot tell me that if you know the definition of hijrah - that this immigration cannot be weaponized - and not violently even- through attrition and political/economic war - First Muslim mayor of London - completely bankrupt nations within the EU etc. No - the terrorists and the Jew do not even have to be in direct communication much less collusion - the Jew can use the Muslim as a useful idiot (in the same way the Muslims themselves use each other as useful idiots with the suicide bomber) The second blackmail is the 'condition of potentiality' for the first. If their were no bleeding heart liberals there would be no right wing response to Muslim immigration because it was the liberals that allowed the Muslims to come (with Merkel actively inviting them with almost no oversight or strings attached) Furthermore the liberals tend to be better educated and more wealthy than the conservatives - which to me means the liberals have had more time/exposure to the ideology of the Frankfurt school and the resulting philosophical position of Cultural Marxism which is all created by mostly Jews with the explicitly stated goal of trying again in a different way what had failed in USSR - namely the leveling of all people based on economic differences 'all people are economically speaking exactly equal' This failed - so the Frankfurt School thinkers (Jews) went to California and came up with the idea of Cultural Marxism in which all cultures are to be perceived as equal - meaning that some Brazilian rain forest tribes culture is equal to that of Japanese culture - and the final point - because the idea of 'race' is a creation of culture - and since all cultures are the same - Presto! all races are equal! But these are all lies of course because races create cultures cultures do not create races - and obviously some cultures are superior to other and by implication some races are better than others (this concept is Social Darwinism and it was the majority belief in the Second Reich leading into WW1 at the time that revolutions in Russian were establishing the (what would become) failed system of mankind being economically made equal. Hundreds of thousands? Ha! try several million! What about Somalis and Sudanese and Eritreans then - when was the last Western intervention there? Yeah but the thing is - all these big countries fucking the local farmer in the Middle East are also fucking the small farmer in their own countries. Yes but wasn't this situation in Congo almost exactly the same situation which the Portuguese slave-traders found in Africa so long ago? Did not local African warlords pick the Portuguese side and capture other tribes as slaves to sell to the Portuguese - has the situation changed that much? The potential of this situation would have existed if the Portuguese had never sailed to Africa. There are 30 million slaves in Africa RIGHT NOW and Saudi Arabia is one of the earliest and currently practicing slave-trading nations in the world. Yet Saudi Arabia takes no refugees from either Africa or Middle East - - how convenient - - that must mean that Europe is taking in Saudi-Arabias share of the refugees - - oh yes too Israel is no haven for African or Middle Eastern refugees - if the Israeli plot to send Muslims on to Europe then turning them down in Israel makes perfect sense - nothing to see here keep moving north. A huge chunk of Middle East refugees is being held in Turkey (3 million) - and the EU writes checks to Turkey in high amount and often in order to keep them there. And also I won't get into it now - do you know how many UN laws are by the time a Somali immigrant sets foot on Swedish soil? Yes there is Arab fault too! Think of it this way - - it would be as if on D-day whatever the amount of English/US soldiers who took the beaches - twice that many German refugees crossed into England - <del>and that number would increase more and more as the Allied forces enjoyed more and more success on the battlefield - - except even worse - - they are Muslims - - so much more difficult to assimilate. Also he is misusing the word Arab - - -not only are there Arabs there are also Turks and Persians (Iranians) and among these the major groups there are dozens and dozens of sub-groups both infighting and fighting each other. They are the only countries in the region who can afford to keep them out - it is precisely because they are wealthy that they have not taken refugees Why does he not mention the fact that Sweden is now the 'rape capitol of the world' He leaves out the most violent situations - - I think ultimately to shield the refugees from the damage they are doing to European culture - - I think that it must be obvious that the Muslims are having a much more deleterious effect on European culture than European culture is having on Muslim culture. Talking about the veil shit when there was a report from Germany about the father of a twelve year old German girl that was in a hotel room with 5 or so Muslim men who were in the act of raping her (again) as the German police arrested him in the lobby of the hotel. I don't remember what happened to the 5 Muslim guys - - but I do know they were not publicly hanged. The girl is now sterile. I do not rally care about an 'open public debate' about this rape case (among numerous others) it is by default something not to be discussed - Zizek even says the same thing about Holocaust deniers - - if you even allow them a place at the discussion table you have already lost</del> - such/people things disqualify themselves automatically from being conversible 10 or 20 years? How about the next election? There are so many things these Muslims have done that fit the bill of no discussion necessary - his idea of talking about it publicy (painfully) is already too late - - the open public debate should have been the one between the European politicians and the European public as to whether this level of immigration was condoned by the majority in any given nation which has been so horribly impacted by the immigration policy about which they were not able to participate in an open public discussion. After that debate never happened any subsequent ones are only farces of democratic decision. The liberals created a problem that only they can solve (or at least that is what they will say next election time) If WW1 was Imperialism turned back at Europe and WW2 was a vengeful addressing of grievances created by the West treating defeated Germany as a pseudo-imperialist territory then isn't also true that women's rights gay rights etc (identity politics) will one day in the West start deteriorating also as it becomes apparent that the West is engaged in a neo-colonial enterprise with its own citizens? Isn't neo-colonialism the economic exploitation of all potential 'workers' globally - and isn't a nation's own people to be lumped into the global - does the government of a people in late Capitalism not also neo-colonize them as well - at least eventually? Destroying local ways of life? Isn't that the fundamental reason Trump won? By recognizing the destruction of local ways of life in America due to globalism-late Capitalism- neo-colonialism?
118,0,You can't have a secular liberal society if you let in a bunch of religious authoritarians. Either the new comers will destroy everything or your society will lose its identity fighting them.
119,0,Ideology doesn't even have to be part of the discussion. The sheer number of illegal immigrants entering Europe imposes such a high cost on the European people that it is impractical to provide them with an adequate standard of living or for European governments to continue providing for their citizens.
120,1,Fuck every single muslim good or bad.
121,1,i like dead refugees on my shore
122,0,Your videos are good m8 but this one is poorly done...
123,0,'A Muslim continent is neither new nor reason to be afraid' whoa! Hold your horses there 'educational' video. Trying to persuade me with throw away statements that are clearly not true.
124,0,we need to ban religon and we can start with the most hated....
125,0,And then there was the Paris attacks and Bastille day.
126,0,Everything you said would only work in a perfect world. Alas the world is far from perfect. Turkey was a safe and beautiful nation that was known for tourism 5 years ago. It took in 3 million refugees and now there is an attack every other month. Look at the crime rates in Sweden and Germany before speaking.
127,0,this comment section is scary
128,0,or we can destroy ISIS and take the oil
129,0,You do realise that most of refugees come from turkey?
130,0,I love when ignorant Europeans love to cite the fact that the majority of the refugees are not from Syria as though this is some kind of fallacy in the argument for letting them come in.. The economies of a lot of north African/other Middle East states are shit and many of these people are simply economic refugees.. That part of the world is experiencing environmental stessors that are causing droughts which damage the land's carrying capacity and this obviously also affects the economy; all of this contributes to the people there wanting to move to literally greener pastures.. The history of the world is nothing but people migrating through time.. Modern Europe went through so much demographic shifts over the centuries.. This is nothing new.. The Huns apparently originated somewhere in or around Mongolia and began their westward trek after being oppressed by a rival ethnic group that came to power.. and so they decided to migrate thousands of miles to the west.. Undoubtedly I am sure their ethnic makeup changed during this travel as they picked up some and lost others before reaching Europe.. But still modern Europe USA and the world has been nothing but a melting pot of people on the move forever.. This xenophobia thing is an interesting illusion.. However I will defend that 'us vs them' mentality when there is a legitimate aggressor and oppressee(i guess that is how one would state that..). For example; the Inca revolt against the Conquistadors.. On another note.. well that is enough for now.. I could ramble on for hours on the nature of group identities in a world of shifting populations.. I'll write up a paper fleshing out my thoughts on the whole subject someday; all sides and viewpoints need to have their feet up to the fire so to speak..
131,0,I don't agree with tbe sentiment that all human life is worth the same. Humans within your own nation should come first. For example I absolutely hate how much we donate to othe countries when there are starving children right here in our neighborhoods. It sounds heartless and frankly it is but we must do everything to strengthen and preserve what others in our nation have lived and died for before we dedicate resources and time to those whom we have no ties to.
132,0,the fact of it is only a very tiny portion of the refugeees are from syria
133,0,biased as fuck
134,0,at moments like this where i know that wishful thinking is useless i wish i was a president of a country with economy strong enough to help out...also i am the last person to be a president considering my psychological state and other stuff but yeah...i feel so helpless right now ...
135,0,In reality it is way more complicated than stated in the video. We know how Kurgesagt makes that idea of 'we should strive for better'. Thing is words don't make actions. And you have forgotten how corrupted some of these countries are and Mostly Bulgaria as a Border country. So take that into consideration.
136,0,When will humanity stop being so dumb and unificate? there's only good things coming out of this if europe accepts the refugees not only what he said on the video but this would actually rise the diversiveness of cultures and inspire respect between them differently of the old people who usually supports people like trump or some random 12 year olds who just don't know any better.
137,1,I'm all for helping ppl but lets not build mosques we have enough problems with our religious nuts we don't need more
138,0,I live in Turkey And Turkey has 3 billion refugees and they are stayed at parks and they are not work and one syrian family has 10 member but they need help But Turkey is helpfull country i love my country
139,0,I am Jordanian and my country's population has gone up 25% due to refugee influx. To me it is sickening to see such countries refuse to host the refugees it is inhuman and cruel. To see that animal and pets and taken care of and given a shelter and kept warm fed while there are humans freezing and starving to death. What has this world become????!!
140,1,islam is the deadliest parasite on humanity.
141,1,Oh yes merkel letting a hoard of 7th century backward savages into Germany to mix with one the most civilized advanced peoples in the world that is definetly going to work
142,0,I will not let them into my country....Poor Germans..how they accepted ?
143,0,Weak Europeans are doing it to themselves and then they LL ask us to save them again just like in ww2
144,0,If these refugees come to China they won't survive.
145,1,Kick those bastards out and never to return. Cast out the islam!!!!!
146,1,Germany you can just hire 17 farmers from like North Carolina and give them shotguns and the refugees will be on their way home within a week.
147,0,German women need to carry guns like us American women.
148,1,To speak the truth is never racism no matter what anyone say? STAND UP FOR THE TRUTH OWN COUNTRY OWN PEOPLE AND KICK THE GARBAGE MUSLIM/NEGRO MALE OUT NOW!!! MEDIA AND MUSLIMS ARE COWARD FILTHY SUPER UGLY LIARS AND TRAITOR!!
149,1,fuck Muslims
150,0,Goodness gracious i'm from the Middle East and haven't seen that many ruffians in my life. Wake up Germany you need to fix this.
151,0,look how they are dressed they're not bum clothes they're wearing
152,1,Dumb ass liberals look at these refugees like they are their pets
153,1,If he didn't have that gun he would have been killed with that shovel yet he doesn't shoot the scum so they can kill the next white person they find. RIP France.
154,1,Come on you cowardly Frenchmen waste those motherfucker included gypsies and your motherland will be peaceful again. Fuck those hypocritical liberalists they are the spies of evils and crimes whose let those pests get into to your great country.
155,1,He shoulda shot every single one of them.
156,1,Muslim dumb ass
157,1,kill that shit head
158,0,Still the Frenchie ran away...like always.
159,1,That guy still would of lost with the gun if he got bum rushed
160,0,Fake title those are french gang against the police way before the immigrants wave. Idiot !
161,1,kill these parasites please.
162,1,this peoples are filty pigs islamics go home.
163,0,your president should be booted out of office immediately
164,0,sponsored by auping hahahahahahaa
165,0,Looks like the movie set of an apocalypse zombie movie. Fake shit and piss are too expensive we'll use the real stuff. So sad.
166,1,Jew world order and filthy third world Muslims.
167,0,This video was already debunked it is supposedly the aftermath of some festival.
168,0,they are turnin it into the middleeast and africa
169,0,Let them clean up after themself.
170,1,and this is why europe is getting more right winged with the years. we are tired of it. enough is enough. there will come a time that these raping basterds will be afraid
171,1,If they set foot in N.Ireland they won't know what hit them! We WILL join together and throw them into the Irish Sea. Fuck them all! Send them to scummy Saudi Arabia where they belong!
172,1,So a desire to maintain its cultural integrity is considered fachist? Give me a break. Islam is not a peaceful religion and it's taking over the world. We should all be frightened of the consequences of welcoming these hoodlums. Of course they want to come and take advantage of the handouts. Help the children by making peaceful assimilation mandatory. If they don't want to adopt the native culture then they should go to a predominately Islamic region that accepts those ideals. Ironically those are some of the most violent and unstable go figure.
173,1,Why are the libtards all boot fugly? The immigrants wouldn't look at them let alone rape them. Ughhh!!!
174,1,Refugee welcome them who support the parti have all faces ugly and old
175,0,The 'Read Full Transcript Here' link does not send me to a site with the full transcript.
176,1,i like dead refugees on my shore
177,0,Your videos are good m8 but this one is poorly done...
178,0,They should have put trump on here
179,0,The rude comments that some of these celebrities said about the LGBT community are unnecessary but not everyone has to support gay rights. No offense I have nothing against the LGBT community. But everyone has their own opinion everybody is so sensitive nowadays.
180,0,But caitlyn was a man so how is trans traditional (no diss to trans i fucking love ya all who are trans ya all are beautiful) xxx
181,0,UMMM Hillary Clinton was anti-gay marriage too. Typical libtards
182,1,Gays are dumb
183,1,gays suck
184,0,HAIR-ESS pls learn to pronounce words
185,1,Gay people should not have rights
186,0,Trump has his own hatefull ideology against the LGBT citizens :^)
187,1,All I know is the LGBT are human but I hope to God he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amen
188,0,So many people forget we are AMERICANS!!! first
189,0,'I am proud of being a Republican' -Thiel 2016
190,1,Gay republicans are fucking morons
191,0,Trump has been for gay people's rights since the 80s. He was allowed to have that opinion because he wasn't a politician; whereas Clinton only started accepting LGBT like for the past 8 years when it was politically relevant. she is disgusting And doesn't believe in anything but herself
192,0,Come on people it is not confusing why must you act like you have no sense? There is such an easy distinction in who accepts homosexuals and who does not. From a worldly view point homosexuality should be legal and accepted because there is no distinction from homosexuality being right or wrong when you look at it from a worldly view. But at the same time looking at it from a worldly view there is no distinction of how others should love and accept everyone or accept what everyone else does. And actually as you homosexuals and supporters of homosexuals rage on about how religion is the problem actually religion is the only distinction in this thing where religion lays out right and wrong in a worldly view everyone has their on view and opinions and if you say 'In a worldly view you should just accept homosexuals' then you are still breaking in into forms of religion or maybe better said opinions if you think about it is'nt that for the most part what makes up a religion a group or collection of opinions formed into a thought process a way that the religion determines what is right and what is wrong? And then in I am just going to use Christianity for now. Christianity Does not support homosexuals (not true believing christians) and just like you are going to fight to say they are wrong they are going to fight to say you are wrong. And actually when you condem a christians beliefs and say that they are 'the bad ones' or they are wrong then you are doing exactly that condeming someone. Which is exactly what you insist they do not do. Here is the thing stop trying to force a religon to accept you it is not going to happen! it does not work like that Even if every human adopted your worldly values there would still be distinctions just like you have distinctions of your own for example who are you to tell an 18 year old that they are not allowed to drink alchol until they are 21 Who are you to make all of these other laws that oppress a people if you really think about it You fight to say every person should be able to have their own opinion and be able to act on that opinion and then still insist on oppressing others because you have an opinion about how their lives should be lived Well many people christian and worldly have an opinion about you and many think that it is disgusting for a man to put a dress on walk around trying to talk like a woman and then being sexually attracted to another man and acting on that attraction. And like I said it is not just a religion think people actually think that it is nasty. Just like you form your opinions on what is right and wrong. So it is and will be a battle of who believes most strongly in what.
193,0,alright i fuck with trump a little bit
194,1,I'm glad Mr. Trump hasn't anything against ass bandits who make this disgusting life choice. My brother is a mincer and we are sending him to bible camp for conversation therapy to make him normal again.
195,1,In America there are about ten million homogay-like people. North Korea want them all in its beautiful trenches of gulags. First in line to North Korea should be kim Kardashian Miley Cyrus gaga Britney Spears and other whores
196,0,love is love :)
197,0,what's wrong with humanlity ? why do guys not love women ? I'm a guy and love women . I'm proud of being a man and fuck women pussy !
